Endereço;Bairro;Quartos;Vaga Estacionamento;Tipo;Valor Aluguel;Total (imposto,outros );Localização Real;Metros;Bairro Completo;Sufixo
Rua Antônia Soveral;Chácara Santo Antônio (Zona Leste);1;0;Apartamento;R$ 1.196;1292;Rua Antônia Soveral, São Paulo, Brasil;29;Chácara Santo Antônio (Zona Leste), Rua Antônia Soveral;Chácara Santo Antônio (Zona Leste), Rua Antônia Soveral, São Paulo, Brasil
Rua Tabatinguera;Sé;1;0;Apartamento;R$ 1.190;1716;Rua Tabatinguera, São Paulo, Brasil;48;Sé, Rua Tabatinguera;Sé, Rua Tabatinguera, São Paulo, Brasil
Rua Tabantinguera;Sé;1;0;Apartamento;R$ 1.190;1646;Rua Tabantinguera, São Paulo, Brasil;48;Sé, Rua Tabantinguera;Sé, Rua Tabantinguera, São Paulo, Brasil
Rua Maria Afonso;Chácara Mafalda;1;0;Apartamento;R$ 1.190;1486;Rua Maria Afonso, São Paulo, Brasil;35;Chácara Mafalda, Rua Maria Afonso;Chácara Mafalda, Rua Maria Afonso, São Paulo, Brasil
Rua Dom José Maurício;Carandiru;1;0;Apartamento;R$ 1.190;1452;Rua Dom José Maurício, São Paulo, Brasil;45;Carandiru, Rua Dom José Maurício;Carandiru, Rua Dom José Maurício, São Paulo, Brasil
Rua Alméria;Vila Granada;1;0;Apartamento;R$ 1.190;1386;Rua Alméria, São Paulo, Brasil;34;Vila Granada, Rua Alméria;Vila Granada, Rua Alméria, São Paulo, Brasil
Rua Amaral Gurgel;Vila Buarque;1;0;Apartamento;R$ 1.180;1577;Rua Amaral Gurgel, São Paulo, Brasil;32;Vila Buarque, Rua Amaral Gurgel;Vila Buarque, Rua Amaral Gurgel, São Paulo, Brasil
Avenida Ipiranga;Centro;1;0;Apartamento;R$ 1.175;1564;Avenida Ipiranga, São Paulo, Brasil;21;Centro, Avenida Ipiranga;Centro, Avenida Ipiranga, São Paulo, Brasil
Viaduto Nove de Julho;Centro;1;0;Apartamento;R$ 1.161;1845;Viaduto Nove de Julho, São Paulo, Brasil;51;Centro, Viaduto Nove de Julho;Centro, Viaduto Nove de Julho, São Paulo, Brasil
Rua Santa Isabel;Vila Buarque;1;0;Apartamento;R$ 1.160;1711;Rua Santa Isabel, São Paulo, Brasil;36;Vila Buarque, Rua Santa Isabel;Vila Buarque, Rua Santa Isabel, São Paulo, Brasil
Alameda Ribeiro da Silva;Campos Elíseos;1;0;Apartamento;R$ 1.150;1670;Alameda Ribeiro da Silva, São Paulo, Brasil;43;Campos Elíseos, Alameda Ribeiro da Silva;Campos Elíseos, Alameda Ribeiro da Silva, São Paulo, Brasil
Avenida Dedo de Deus;Vila Formosa;1;0;Apartamento;R$ 1.150;1524;Avenida Dedo de Deus, São Paulo, Brasil;36;Vila Formosa, Avenida Dedo de Deus;Vila Formosa, Avenida Dedo de Deus, São Paulo, Brasil
Rua Ituri;Vila Formosa;1;0;Apartamento;R$ 1.150;1466;Rua Ituri, São Paulo, Brasil;26;Vila Formosa, Rua Ituri;Vila Formosa, Rua Ituri, São Paulo, Brasil
Av. Vila Ema - Vila Ema;Vila Ema;1;0;Apartamento;R$ 1.150;1440;Av. Vila Ema - Vila Ema, São Paulo, Brasil;27;Vila Ema, Av. Vila Ema - Vila Ema;Vila Ema, Av. Vila Ema - Vila Ema, São Paulo, Brasil
Alameda Nothmann;Campos Elíseos;1;0;Apartamento;R$ 1.150;1424;Alameda Nothmann, São Paulo, Brasil;42;Campos Elíseos, Alameda Nothmann;Campos Elíseos, Alameda Nothmann, São Paulo, Brasil
Rua Natividade Saldanha;São Lucas;1;0;Apartamento;R$ 1.150;1417;Rua Natividade Saldanha, São Paulo, Brasil;25;São Lucas, Rua Natividade Saldanha;São Lucas, Rua Natividade Saldanha, São Paulo, Brasil
Praça Conceição do Herval;Chácara Santo Antônio (Zona Leste);1;0;Apartamento;R$ 1.150;1377;Praça Conceição do Herval, São Paulo, Brasil;43;Chácara Santo Antônio (Zona Leste), Praça Conceição do Herval;Chácara Santo Antônio (Zona Leste), Praça Conceição do Herval, São Paulo, Brasil
Rua das Dálias;Vila Bela;1;0;Apartamento;R$ 1.150;1344;Rua das Dálias, São Paulo, Brasil;25;Vila Bela, Rua das Dálias;Vila Bela, Rua das Dálias, São Paulo, Brasil
Rua Doutor Solon Fernandes;Vila Rosália;1;0;Apartamento;R$ 1.150;1342;Rua Doutor Solon Fernandes, São Paulo, Brasil;60;Vila Rosália, Rua Doutor Solon Fernandes;Vila Rosália, Rua Doutor Solon Fernandes, São Paulo, Brasil
Rua Jordânia;Vila Guilhermina;1;0;Apartamento;R$ 1.150;1244;Rua Jordânia, São Paulo, Brasil;34;Vila Guilhermina, Rua Jordânia;Vila Guilhermina, Rua Jordânia, São Paulo, Brasil
Rua Amapá Grande;Vila Canero;1;0;Apartamento;R$ 1.150;1194;Rua Amapá Grande, São Paulo, Brasil;45;Vila Canero, Rua Amapá Grande;Vila Canero, Rua Amapá Grande, São Paulo, Brasil
Rua Brigadeiro Godinho dos Santos;Vila Pirituba;1;0;Apartamento;R$ 1.150;1194;Rua Brigadeiro Godinho dos Santos, São Paulo, Brasil;50;Vila Pirituba, Rua Brigadeiro Godinho dos Santos;Vila Pirituba, Rua Brigadeiro Godinho dos Santos, São Paulo, Brasil
Avenida São João;República;1;0;Apartamento;R$ 1.131;1616;Avenida São João, São Paulo, Brasil;70;República, Avenida São João;República, Avenida São João, São Paulo, Brasil
Rua Elísio de Carvalho;Vila São Luís(Zona Oeste);1;0;Apartamento;R$ 1.122;1208;Rua Elísio de Carvalho, São Paulo, Brasil;12;Vila São Luís(Zona Oeste), Rua Elísio de Carvalho;Vila São Luís(Zona Oeste), Rua Elísio de Carvalho, São Paulo, Brasil
Rua Nova Barão;República;1;0;Apartamento;R$ 1.120;2045;Rua Nova Barão, São Paulo, Brasil;72;República, Rua Nova Barão;República, Rua Nova Barão, São Paulo, Brasil
Rua Marumbi;Vila Invernada;1;0;Apartamento;R$ 1.120;1319;Rua Marumbi, São Paulo, Brasil;36;Vila Invernada, Rua Marumbi;Vila Invernada, Rua Marumbi, São Paulo, Brasil
Rua Joaquim Rodrigues Costa;Vila Maria Alta;1;0;Apartamento;R$ 1.120;1214;Rua Joaquim Rodrigues Costa, São Paulo, Brasil;45;Vila Maria Alta, Rua Joaquim Rodrigues Costa;Vila Maria Alta, Rua Joaquim Rodrigues Costa, São Paulo, Brasil
Avenida Sapopemba;Sapopemba;1;0;Apartamento;R$ 1.118;1191;Avenida Sapopemba, São Paulo, Brasil;42;Sapopemba, Avenida Sapopemba;Sapopemba, Avenida Sapopemba, São Paulo, Brasil
Praça Ministro Costa Manso;Sé;1;0;Apartamento;R$ 1.113;1490;Praça Ministro Costa Manso, São Paulo, Brasil;29;Sé, Praça Ministro Costa Manso;Sé, Praça Ministro Costa Manso, São Paulo, Brasil
Avenida Ipiranga;Centro Histórico De São Paulo;1;0;Apartamento;R$ 1.105;1597;Avenida Ipiranga, São Paulo, Brasil;53;Centro Histórico De São Paulo, Avenida Ipiranga;Centro Histórico De São Paulo, Avenida Ipiranga, São Paulo, Brasil
Avenida Rangel Pestana;Brás;1;0;Apartamento;R$ 1.103;1608;Avenida Rangel Pestana, São Paulo, Brasil;55;Brás, Avenida Rangel Pestana;Brás, Avenida Rangel Pestana, São Paulo, Brasil
Rua São Francisco;Sé;1;0;Apartamento;R$ 1.100;1822;Rua São Francisco, São Paulo, Brasil;62;Sé, Rua São Francisco;Sé, Rua São Francisco, São Paulo, Brasil
Rua Tamandaré;Liberdade;1;0;Apartamento;R$ 1.100;1720;Rua Tamandaré, São Paulo, Brasil;35;Liberdade, Rua Tamandaré;Liberdade, Rua Tamandaré, São Paulo, Brasil
Rua Vinte E Cinco de Março;Centro;1;0;Apartamento;R$ 1.100;1702;Rua Vinte E Cinco de Março, São Paulo, Brasil;52;Centro, Rua Vinte E Cinco de Março;Centro, Rua Vinte E Cinco de Março, São Paulo, Brasil
Avenida Duque de Caxias;Campos Elíseos;1;0;Apartamento;R$ 1.100;1592;Avenida Duque de Caxias, São Paulo, Brasil;29;Campos Elíseos, Avenida Duque de Caxias;Campos Elíseos, Avenida Duque de Caxias, São Paulo, Brasil
Rua Vitória;Santa Efigênia;1;0;Apartamento;R$ 1.100;1579;Rua Vitória, São Paulo, Brasil;78;Santa Efigênia, Rua Vitória;Santa Efigênia, Rua Vitória, São Paulo, Brasil
Rua Doutor Teodoro Baima;República;1;0;Apartamento;R$ 1.100;1574;Rua Doutor Teodoro Baima, São Paulo, Brasil;44;República, Rua Doutor Teodoro Baima;República, Rua Doutor Teodoro Baima, São Paulo, Brasil
Rua Glicério;Liberdade;1;0;Apartamento;R$ 1.100;1502;Rua Glicério, São Paulo, Brasil;44;Liberdade, Rua Glicério;Liberdade, Rua Glicério, São Paulo, Brasil
Rua Fernandes Silva;Jardim Brasília (Zona Norte);1;0;Apartamento;R$ 1.100;1502;Rua Fernandes Silva, São Paulo, Brasil;64;Jardim Brasília (Zona Norte), Rua Fernandes Silva;Jardim Brasília (Zona Norte), Rua Fernandes Silva, São Paulo, Brasil
Avenida Senador Teotônio Vilela;Cidade Dutra;1;0;Apartamento;R$ 1.100;1482;Avenida Senador Teotônio Vilela, São Paulo, Brasil;44;Cidade Dutra, Avenida Senador Teotônio Vilela;Cidade Dutra, Avenida Senador Teotônio Vilela, São Paulo, Brasil
Rua 17 de Janeiro;Paraíso Do Morumbi;1;0;Apartamento;R$ 1.100;1442;Rua 17 de Janeiro, São Paulo, Brasil;23;Paraíso Do Morumbi, Rua 17 de Janeiro;Paraíso Do Morumbi, Rua 17 de Janeiro, São Paulo, Brasil
Rua 17 de Janeiro;Paraíso Do Morumbi;1;0;Apartamento;R$ 1.100;1442;Rua 17 de Janeiro, São Paulo, Brasil;24;Paraíso Do Morumbi, Rua 17 de Janeiro;Paraíso Do Morumbi, Rua 17 de Janeiro, São Paulo, Brasil
Rua Quatiguá;Vila Ivone;1;0;Apartamento;R$ 1.100;1387;Rua Quatiguá, São Paulo, Brasil;33;Vila Ivone, Rua Quatiguá;Vila Ivone, Rua Quatiguá, São Paulo, Brasil
Avenida Cupecê;Jardim Prudência;1;0;Apartamento;R$ 1.100;1359;Avenida Cupecê, São Paulo, Brasil;33;Jardim Prudência, Avenida Cupecê;Jardim Prudência, Avenida Cupecê, São Paulo, Brasil
Rua Maragojipe;Vila Antonina;1;0;Apartamento;R$ 1.100;1322;Rua Maragojipe, São Paulo, Brasil;35;Vila Antonina, Rua Maragojipe;Vila Antonina, Rua Maragojipe, São Paulo, Brasil
Rua Severino Cardoso da Silva;Parque Cruzeiro Do Sul (Vila Formosa);1;0;Apartamento;R$ 1.100;1292;Rua Severino Cardoso da Silva, São Paulo, Brasil;31;Parque Cruzeiro Do Sul (Vila Formosa), Rua Severino Cardoso da Silva;Parque Cruzeiro Do Sul (Vila Formosa), Rua Severino Cardoso da Silva, São Paulo, Brasil
Rua Doutor Gabriel da Veiga;Vila Baruel;1;0;Apartamento;R$ 1.100;1237;Rua Doutor Gabriel da Veiga, São Paulo, Brasil;25;Vila Baruel, Rua Doutor Gabriel da Veiga;Vila Baruel, Rua Doutor Gabriel da Veiga, São Paulo, Brasil
Rua João Álvares da França;Freguesia Do Ó;1;0;Apartamento;R$ 1.100;1232;Rua João Álvares da França, São Paulo, Brasil;24;Freguesia Do Ó, Rua João Álvares da França;Freguesia Do Ó, Rua João Álvares da França, São Paulo, Brasil
Rua Arruda Ferreira;Vila Guilherme;1;0;Apartamento;R$ 1.100;1230;Rua Arruda Ferreira, São Paulo, Brasil;20;Vila Guilherme, Rua Arruda Ferreira;Vila Guilherme, Rua Arruda Ferreira, São Paulo, Brasil
Rua Bucuituba;Vila Margarida;1;0;Apartamento;R$ 1.100;1216;Rua Bucuituba, São Paulo, Brasil;34;Vila Margarida, Rua Bucuituba;Vila Margarida, Rua Bucuituba, São Paulo, Brasil
Rua Togo;Jardim Japão;1;0;Apartamento;R$ 1.100;1215;Rua Togo, São Paulo, Brasil;27;Jardim Japão, Rua Togo;Jardim Japão, Rua Togo, São Paulo, Brasil
Rua Vicente Pereira de Assunção;Vila Constança;1;0;Apartamento;R$ 1.100;1196;Rua Vicente Pereira de Assunção, São Paulo, Brasil;36;Vila Constança, Rua Vicente Pereira de Assunção;Vila Constança, Rua Vicente Pereira de Assunção, São Paulo, Brasil
Rua Almo Abrahão Bertazzo;Freguesia Do Ó;1;0;Apartamento;R$ 1.100;1142;Rua Almo Abrahão Bertazzo, São Paulo, Brasil;29;Freguesia Do Ó, Rua Almo Abrahão Bertazzo;Freguesia Do Ó, Rua Almo Abrahão Bertazzo, São Paulo, Brasil
Rua Abadiânia;Vila Guilhermina;1;0;Apartamento;R$ 1.098;1367;Rua Abadiânia, São Paulo, Brasil;31;Vila Guilhermina, Rua Abadiânia;Vila Guilhermina, Rua Abadiânia, São Paulo, Brasil
Avenida Doutor Ezequiel Campos Dias;Jardim Jussara;1;0;Apartamento;R$ 1.090;1132;Avenida Doutor Ezequiel Campos Dias, São Paulo, Brasil;15;Jardim Jussara, Avenida Doutor Ezequiel Campos Dias;Jardim Jussara, Avenida Doutor Ezequiel Campos Dias, São Paulo, Brasil
Rua João Gomes Batista;Jardim Cidalia;1;0;Apartamento;R$ 1.080;1521;Rua João Gomes Batista, São Paulo, Brasil;26;Jardim Cidalia, Rua João Gomes Batista;Jardim Cidalia, Rua João Gomes Batista, São Paulo, Brasil
R. João Adolfo;Centro;1;0;Apartamento;R$ 1.070;1681;R. João Adolfo, São Paulo, Brasil;49;Centro, R. João Adolfo;Centro, R. João Adolfo, São Paulo, Brasil
Rua Glicério;Liberdade;1;0;Apartamento;R$ 1.070;1640;Rua Glicério, São Paulo, Brasil;56;Liberdade, Rua Glicério;Liberdade, Rua Glicério, São Paulo, Brasil
Avenida Brigadeiro Faria Lima;Jardim Toscana;1;0;Apartamento;R$ 1.070;1363;Avenida Brigadeiro Faria Lima, São Paulo, Brasil;47;Jardim Toscana, Avenida Brigadeiro Faria Lima;Jardim Toscana, Avenida Brigadeiro Faria Lima, São Paulo, Brasil
Avenida Mazzei;Vila Mazzei;1;0;Apartamento;R$ 1.070;1255;Avenida Mazzei, São Paulo, Brasil;29;Vila Mazzei, Avenida Mazzei;Vila Mazzei, Avenida Mazzei, São Paulo, Brasil
Rua Tenente Otávio Gomes;Aclimação;1;0;Apartamento;R$ 1.051;1331;Rua Tenente Otávio Gomes, São Paulo, Brasil;35;Aclimação, Rua Tenente Otávio Gomes;Aclimação, Rua Tenente Otávio Gomes, São Paulo, Brasil
Rua Conde de Sarzedas;Liberdade;1;0;Apartamento;R$ 1.050;1633;Rua Conde de Sarzedas, São Paulo, Brasil;45;Liberdade, Rua Conde de Sarzedas;Liberdade, Rua Conde de Sarzedas, São Paulo, Brasil
Avenida Ipiranga;República;1;0;Apartamento;R$ 1.050;1534;Avenida Ipiranga, São Paulo, Brasil;38;República, Avenida Ipiranga;República, Avenida Ipiranga, São Paulo, Brasil
Avenida Sapopemba;Jardim Planalto;1;0;Apartamento;R$ 1.050;1411;Avenida Sapopemba, São Paulo, Brasil;28;Jardim Planalto, Avenida Sapopemba;Jardim Planalto, Avenida Sapopemba, São Paulo, Brasil
Rua Alves Cardoso;Vila Maria Alta;1;0;Apartamento;R$ 1.050;1296;Rua Alves Cardoso, São Paulo, Brasil;37;Vila Maria Alta, Rua Alves Cardoso;Vila Maria Alta, Rua Alves Cardoso, São Paulo, Brasil
Avenida Sapopemba;Jardim Planalto;1;0;Apartamento;R$ 1.050;1261;Avenida Sapopemba, São Paulo, Brasil;35;Jardim Planalto, Avenida Sapopemba;Jardim Planalto, Avenida Sapopemba, São Paulo, Brasil
Rua Ouvidor Portugal;Vila Monumento;1;0;Apartamento;R$ 1.050;1125;Rua Ouvidor Portugal, São Paulo, Brasil;19;Vila Monumento, Rua Ouvidor Portugal;Vila Monumento, Rua Ouvidor Portugal, São Paulo, Brasil
Rua Luís Godoy Carvalho;São João Climaco;1;0;Apartamento;R$ 1.050;1121;Rua Luís Godoy Carvalho, São Paulo, Brasil;27;São João Climaco, Rua Luís Godoy Carvalho;São João Climaco, Rua Luís Godoy Carvalho, São Paulo, Brasil
Rua Glicério;Liberdade;1;0;Apartamento;R$ 1.040;1530;Rua Glicério, São Paulo, Brasil;60;Liberdade, Rua Glicério;Liberdade, Rua Glicério, São Paulo, Brasil
Avenida Celso Garcia;Tatuapé;1;0;Apartamento;R$ 1.035;1663;Avenida Celso Garcia, São Paulo, Brasil;45;Tatuapé, Avenida Celso Garcia;Tatuapé, Avenida Celso Garcia, São Paulo, Brasil
Rua Paulo Martinez;Jardim Seckler;1;0;Apartamento;R$ 1.035;1093;Rua Paulo Martinez, São Paulo, Brasil;52;Jardim Seckler, Rua Paulo Martinez;Jardim Seckler, Rua Paulo Martinez, São Paulo, Brasil
Praça da República;República;1;0;Apartamento;R$ 1.020;1920;Praça da República, São Paulo, Brasil;41;República, Praça da República;República, Praça da República, São Paulo, Brasil
Rua Major Quedinho;República;1;0;Apartamento;R$ 1.020;1607;Rua Major Quedinho, São Paulo, Brasil;33;República, Rua Major Quedinho;República, Rua Major Quedinho, São Paulo, Brasil
Rua Tabatinguera;Sé;1;0;Apartamento;R$ 1.020;1339;Rua Tabatinguera, São Paulo, Brasil;26;Sé, Rua Tabatinguera;Sé, Rua Tabatinguera, São Paulo, Brasil
Rua Vinte E Quatro de Maio;República;1;0;Apartamento;R$ 1.015;1435;Rua Vinte E Quatro de Maio, São Paulo, Brasil;37;República, Rua Vinte E Quatro de Maio;República, Rua Vinte E Quatro de Maio, São Paulo, Brasil
Rua Caetano Pinto;Brás;1;0;Apartamento;R$ 1.012;1267;Rua Caetano Pinto, São Paulo, Brasil;25;Brás, Rua Caetano Pinto;Brás, Rua Caetano Pinto, São Paulo, Brasil
Rua Sebastião de Mello Dias;Jaguaribe;1;0;Apartamento;R$ 1.010;1345;Rua Sebastião de Mello Dias, São Paulo, Brasil;55;Jaguaribe, Rua Sebastião de Mello Dias;Jaguaribe, Rua Sebastião de Mello Dias, São Paulo, Brasil
Rua Álvares Afonso;Parque Vitória;1;0;Apartamento;R$ 1.010;1249;Rua Álvares Afonso, São Paulo, Brasil;27;Parque Vitória, Rua Álvares Afonso;Parque Vitória, Rua Álvares Afonso, São Paulo, Brasil
25 de Mar?o;Centro Histórico De São Paulo;1;0;Apartamento;R$ 1.000;1687;25 de Mar?o, São Paulo, Brasil;53;Centro Histórico De São Paulo, 25 de Mar?o;Centro Histórico De São Paulo, 25 de Mar?o, São Paulo, Brasil
Rua Conselheiro Nébias;Campos Elíseos;1;0;Apartamento;R$ 1.000;1647;Rua Conselheiro Nébias, São Paulo, Brasil;48;Campos Elíseos, Rua Conselheiro Nébias;Campos Elíseos, Rua Conselheiro Nébias, São Paulo, Brasil
Rua Brigadeiro Tobias;Centro Histórico De São Paulo;1;0;Apartamento;R$ 1.000;1638;Rua Brigadeiro Tobias, São Paulo, Brasil;52;Centro Histórico De São Paulo, Rua Brigadeiro Tobias;Centro Histórico De São Paulo, Rua Brigadeiro Tobias, São Paulo, Brasil
Rua dos Andradas;Santa Efigênia;1;0;Apartamento;R$ 1.000;1615;Rua dos Andradas, São Paulo, Brasil;51;Santa Efigênia, Rua dos Andradas;Santa Efigênia, Rua dos Andradas, São Paulo, Brasil
Rua Doutor Falcão Filho;Centro Histórico De São Paulo;1;0;Apartamento;R$ 1.000;1538;Rua Doutor Falcão Filho, São Paulo, Brasil;42;Centro Histórico De São Paulo, Rua Doutor Falcão Filho;Centro Histórico De São Paulo, Rua Doutor Falcão Filho, São Paulo, Brasil
Rua dos Carmelitas;Sé;1;0;Apartamento;R$ 1.000;1504;Rua dos Carmelitas, São Paulo, Brasil;44;Sé, Rua dos Carmelitas;Sé, Rua dos Carmelitas, São Paulo, Brasil
Rua Glicério;Liberdade;1;0;Apartamento;R$ 1.000;1458;Rua Glicério, São Paulo, Brasil;53;Liberdade, Rua Glicério;Liberdade, Rua Glicério, São Paulo, Brasil
Avenida Duque de Caxias;Campos Elíseos;1;0;Apartamento;R$ 1.000;1452;Avenida Duque de Caxias, São Paulo, Brasil;35;Campos Elíseos, Avenida Duque de Caxias;Campos Elíseos, Avenida Duque de Caxias, São Paulo, Brasil
Rua José Pedro Zanardi;Vila Hulda;1;0;Apartamento;R$ 1.000;1438;Rua José Pedro Zanardi, São Paulo, Brasil;55;Vila Hulda, Rua José Pedro Zanardi;Vila Hulda, Rua José Pedro Zanardi, São Paulo, Brasil
Rua Tabatinguera;Sé;1;0;Apartamento;R$ 1.000;1406;Rua Tabatinguera, São Paulo, Brasil;34;Sé, Rua Tabatinguera;Sé, Rua Tabatinguera, São Paulo, Brasil
Rua Luciano Broinizzi;Vila Isolina Mazzei;1;0;Apartamento;R$ 1.000;1368;Rua Luciano Broinizzi, São Paulo, Brasil;46;Vila Isolina Mazzei, Rua Luciano Broinizzi;Vila Isolina Mazzei, Rua Luciano Broinizzi, São Paulo, Brasil
Rua Manuel Ribas;Vila Campanela;1;0;Apartamento;R$ 1.000;1313;Rua Manuel Ribas, São Paulo, Brasil;24;Vila Campanela, Rua Manuel Ribas;Vila Campanela, Rua Manuel Ribas, São Paulo, Brasil
Rua Viana do Castelo;Vila Califórnia;1;0;Apartamento;R$ 1.000;1154;Rua Viana do Castelo, São Paulo, Brasil;77;Vila Califórnia, Rua Viana do Castelo;Vila Califórnia, Rua Viana do Castelo, São Paulo, Brasil
Travessa Victório Gnan;Jardim Das Laranjeiras;1;0;Apartamento;R$ 1.000;1138;Travessa Victório Gnan, São Paulo, Brasil;29;Jardim Das Laranjeiras, Travessa Victório Gnan;Jardim Das Laranjeiras, Travessa Victório Gnan, São Paulo, Brasil
Avenida Secundino Domingues;Jardim Independência;1;0;Apartamento;R$ 1.000;1103;Avenida Secundino Domingues, São Paulo, Brasil;35;Jardim Independência, Avenida Secundino Domingues;Jardim Independência, Avenida Secundino Domingues, São Paulo, Brasil
Rua Filipe Galvão;Vila Granada;1;0;Apartamento;R$ 1.000;1038;Rua Filipe Galvão, São Paulo, Brasil;24;Vila Granada, Rua Filipe Galvão;Vila Granada, Rua Filipe Galvão, São Paulo, Brasil
Rua Bolívar Ribeiro Boaventura;Jardim Penha;1;0;Apartamento;R$ 1.000;1038;Rua Bolívar Ribeiro Boaventura, São Paulo, Brasil;35;Jardim Penha, Rua Bolívar Ribeiro Boaventura;Jardim Penha, Rua Bolívar Ribeiro Boaventura, São Paulo, Brasil
Avenida Mendes da Rocha;Jardim Brasil (Zona Norte);1;0;Apartamento;R$ 1.000;1038;Avenida Mendes da Rocha, São Paulo, Brasil;70;Jardim Brasil (Zona Norte), Avenida Mendes da Rocha;Jardim Brasil (Zona Norte), Avenida Mendes da Rocha, São Paulo, Brasil
Rua Professor Antônio Filgueiras de Lima;Rio Pequeno;1;0;Apartamento;R$ 1.000;1013;Rua Professor Antônio Filgueiras de Lima, São Paulo, Brasil;35;Rio Pequeno, Rua Professor Antônio Filgueiras de Lima;Rio Pequeno, Rua Professor Antônio Filgueiras de Lima, São Paulo, Brasil
Rua Oliveira Catrambi;Jardim Vila Formosa;1;0;Apartamento;R$ 995;1142;Rua Oliveira Catrambi, São Paulo, Brasil;60;Jardim Vila Formosa, Rua Oliveira Catrambi;Jardim Vila Formosa, Rua Oliveira Catrambi, São Paulo, Brasil
Rua Luís Alardo de Menezes;Vila Califórnia;1;0;Apartamento;R$ 990;1228;Rua Luís Alardo de Menezes, São Paulo, Brasil;56;Vila Califórnia, Rua Luís Alardo de Menezes;Vila Califórnia, Rua Luís Alardo de Menezes, São Paulo, Brasil
Rua Miguel Arcanjo de Oliveira;Parque Paineiras;1;0;Apartamento;R$ 990;1133;Rua Miguel Arcanjo de Oliveira, São Paulo, Brasil;32;Parque Paineiras, Rua Miguel Arcanjo de Oliveira;Parque Paineiras, Rua Miguel Arcanjo de Oliveira, São Paulo, Brasil
Rua Miguel Arcanjo de Oliveira;Parque Paineiras;1;0;Apartamento;R$ 990;1133;Rua Miguel Arcanjo de Oliveira, São Paulo, Brasil;33;Parque Paineiras, Rua Miguel Arcanjo de Oliveira;Parque Paineiras, Rua Miguel Arcanjo de Oliveira, São Paulo, Brasil
Rua Alfredo Pujol;Santana;1;0;Apartamento;R$ 985;1023;Rua Alfredo Pujol, São Paulo, Brasil;35;Santana, Rua Alfredo Pujol;Santana, Rua Alfredo Pujol, São Paulo, Brasil
Rua Henrique Casela;Jardim América Da Penha;1;0;Apartamento;R$ 984;1302;Rua Henrique Casela, São Paulo, Brasil;45;Jardim América Da Penha, Rua Henrique Casela;Jardim América Da Penha, Rua Henrique Casela, São Paulo, Brasil
Rua Bueno de Andrade;Liberdade;1;0;Apartamento;R$ 980;1578;Rua Bueno de Andrade, São Paulo, Brasil;25;Liberdade, Rua Bueno de Andrade;Liberdade, Rua Bueno de Andrade, São Paulo, Brasil
Avenida Cásper Líbero;Centro Histórico De São Paulo;1;0;Apartamento;R$ 980;1360;Avenida Cásper Líbero, São Paulo, Brasil;27;Centro Histórico De São Paulo, Avenida Cásper Líbero;Centro Histórico De São Paulo, Avenida Cásper Líbero, São Paulo, Brasil
